Sexo;Nacionalidad;Edad;Número de delitos;Periodo;Total
Hombres;Total;De 26 a 30 años;Total;2013;30.491
Hombres;Total;De 26 a 30 años;Condenados con un delito;2021;21.571
Hombres;Total;De 26 a 30 años;Condenados con un delito;2020;17.588
Hombres;Total;De 26 a 30 años;Condenados con un delito;2019;22.511
Hombres;Total;De 26 a 30 años;Condenados con un delito;2018;22.907
Hombres;Total;De 26 a 30 años;Condenados con un delito;2017;23.496
Hombres;Total;De 26 a 30 años;Condenados con un delito;2016;24.124
Hombres;Total;De 26 a 30 años;Condenados con un delito;2015;22.001
Hombres;Total;De 26 a 30 años;Condenados con un delito;2014;23.052
Hombres;Total;De 26 a 30 años;Condenados con un delito;2013;24.655
Hombres;Total;De 26 a 30 años;Condenados con dos delitos;2021;5.417
Hombres;Total;De 26 a 30 años;Condenados con dos delitos;2020;3.967
Hombres;Total;De 26 a 30 años;Condenados con dos delitos;2019;5.174
Hombres;Total;De 26 a 30 años;Condenados con dos delitos;2018;5.152
Hombres;Total;De 26 a 30 años;Condenados con dos delitos;2017;5.048
Hombres;Total;De 26 a 30 años;Condenados con dos delitos;2016;4.955
Hombres;Total;De 26 a 30 años;Condenados con dos delitos;2015;4.338
Hombres;Total;De 26 a 30 años;Condenados con dos delitos;2014;4.201
Hombres;Total;De 26 a 30 años;Condenados con dos delitos;2013;4.225
Hombres;Total;De 26 a 30 años;Condenados con tres delitos;2021;1.842
Hombres;Total;De 26 a 30 años;Condenados con tres delitos;2020;1.338
Hombres;Total;De 26 a 30 años;Condenados con tres delitos;2019;1.697
Hombres;Total;De 26 a 30 años;Condenados con tres delitos;2018;1.745
Hombres;Total;De 26 a 30 años;Condenados con tres delitos;2017;1.619
Hombres;Total;De 26 a 30 años;Condenados con tres delitos;2016;1.481
Hombres;Total;De 26 a 30 años;Condenados con tres delitos;2015;1.135
Hombres;Total;De 26 a 30 años;Condenados con tres delitos;2014;1.115
Hombres;Total;De 26 a 30 años;Condenados con tres delitos;2013;1.011
Hombres;Total;De 26 a 30 años;Condenados con cuatro o más delitos;2021;1.679
Hombres;Total;De 26 a 30 años;Condenados con cuatro o más delitos;2020;1.069
Hombres;Total;De 26 a 30 años;Condenados con cuatro o más delitos;2019;1.593
Hombres;Total;De 26 a 30 años;Condenados con cuatro o más delitos;2018;1.404
Hombres;Total;De 26 a 30 años;Condenados con cuatro o más delitos;2017;1.320
Hombres;Total;De 26 a 30 años;Condenados con cuatro o más delitos;2016;1.104
Hombres;Total;De 26 a 30 años;Condenados con cuatro o más delitos;2015;714
Hombres;Total;De 26 a 30 años;Condenados con cuatro o más delitos;2014;638
Hombres;Total;De 26 a 30 años;Condenados con cuatro o más delitos;2013;600
Hombres;Total;De 31 a 35 años;Total;2021;30.670
Hombres;Total;De 31 a 35 años;Total;2020;24.688
Hombres;Total;De 31 a 35 años;Total;2019;31.435
Hombres;Total;De 31 a 35 años;Total;2018;32.054
Hombres;Total;De 31 a 35 años;Total;2017;32.216
Hombres;Total;De 31 a 35 años;Total;2016;31.976
Hombres;Total;De 31 a 35 años;Total;2015;28.970
Hombres;Total;De 31 a 35 años;Total;2014;30.215
Hombres;Total;De 31 a 35 años;Total;2013;30.934
Hombres;Total;De 31 a 35 años;Condenados con un delito;2021;21.714
Hombres;Total;De 31 a 35 años;Condenados con un delito;2020;17.992
Hombres;Total;De 31 a 35 años;Condenados con un delito;2019;22.684
Hombres;Total;De 31 a 35 años;Condenados con un delito;2018;23.368
Hombres;Total;De 31 a 35 años;Condenados con un delito;2017;23.926
Hombres;Total;De 31 a 35 años;Condenados con un delito;2016;24.557
Hombres;Total;De 31 a 35 años;Condenados con un delito;2015;22.545
Hombres;Total;De 31 a 35 años;Condenados con un delito;2014;24.157
Hombres;Total;De 31 a 35 años;Condenados con un delito;2013;25.030
Hombres;Total;De 31 a 35 años;Condenados con dos delitos;2021;5.439
Hombres;Total;De 31 a 35 años;Condenados con dos delitos;2020;4.208
Hombres;Total;De 31 a 35 años;Condenados con dos delitos;2019;5.361
Hombres;Total;De 31 a 35 años;Condenados con dos delitos;2018;5.370
Hombres;Total;De 31 a 35 años;Condenados con dos delitos;2017;5.235
Hombres;Total;De 31 a 35 años;Condenados con dos delitos;2016;4.830
Hombres;Total;De 31 a 35 años;Condenados con dos delitos;2015;4.505
Hombres;Total;De 31 a 35 años;Condenados con dos delitos;2014;4.295
Hombres;Total;De 31 a 35 años;Condenados con dos delitos;2013;4.225
Hombres;Total;De 31 a 35 años;Condenados con tres delitos;2021;1.808
Hombres;Total;De 31 a 35 años;Condenados con tres delitos;2020;1.368
Hombres;Total;De 31 a 35 años;Condenados con tres delitos;2019;1.713
Hombres;Total;De 31 a 35 años;Condenados con tres delitos;2018;1.758
Hombres;Total;De 31 a 35 años;Condenados con tres delitos;2017;1.666
Hombres;Total;De 31 a 35 años;Condenados con tres delitos;2016;1.463
Hombres;Total;De 31 a 35 años;Condenados con tres delitos;2015;1.180
Hombres;Total;De 31 a 35 años;Condenados con tres delitos;2014;1.092
Hombres;Total;De 31 a 35 años;Condenados con tres delitos;2013;1.022
Hombres;Total;De 31 a 35 años;Condenados con cuatro o más delitos;2021;1.709
Hombres;Total;De 31 a 35 años;Condenados con cuatro o más delitos;2020;1.120
Hombres;Total;De 31 a 35 años;Condenados con cuatro o más delitos;2019;1.677
Hombres;Total;De 31 a 35 años;Condenados con cuatro o más delitos;2018;1.558
Hombres;Total;De 31 a 35 años;Condenados con cuatro o más delitos;2017;1.389
Hombres;Total;De 31 a 35 años;Condenados con cuatro o más delitos;2016;1.126
Hombres;Total;De 31 a 35 años;Condenados con cuatro o más delitos;2015;740
Hombres;Total;De 31 a 35 años;Condenados con cuatro o más delitos;2014;671
Hombres;Total;De 31 a 35 años;Condenados con cuatro o más delitos;2013;657
Hombres;Total;De 36 a 40 años;Total;2021;31.185
Hombres;Total;De 36 a 40 años;Total;2020;24.741
Hombres;Total;De 36 a 40 años;Total;2019;31.795
Hombres;Total;De 36 a 40 años;Total;2018;31.843
Hombres;Total;De 36 a 40 años;Total;2017;31.756
Hombres;Total;De 36 a 40 años;Total;2016;30.643
Hombres;Total;De 36 a 40 años;Total;2015;27.198
Hombres;Total;De 36 a 40 años;Total;2014;26.913
Hombres;Total;De 36 a 40 años;Total;2013;27.282
Hombres;Total;De 36 a 40 años;Condenados con un delito;2021;22.359
Hombres;Total;De 36 a 40 años;Condenados con un delito;2020;18.216
Hombres;Total;De 36 a 40 años;Condenados con un delito;2019;23.192
Hombres;Total;De 36 a 40 años;Condenados con un delito;2018;23.662
Hombres;Total;De 36 a 40 años;Condenados con un delito;2017;23.919
Hombres;Total;De 36 a 40 años;Condenados con un delito;2016;23.578
Hombres;Total;De 36 a 40 años;Condenados con un delito;2015;21.419
Hombres;Total;De 36 a 40 años;Condenados con un delito;2014;21.595
Hombres;Total;De 36 a 40 años;Condenados con un delito;2013;22.075
Hombres;Total;De 36 a 40 años;Condenados con dos delitos;2021;5.454
Hombres;Total;De 36 a 40 años;Condenados con dos delitos;2020;4.173
Hombres;Total;De 36 a 40 años;Condenados con dos delitos;2019;5.418
Hombres;Total;De 36 a 40 años;Condenados con dos delitos;2018;5.219
Hombres;Total;De 36 a 40 años;Condenados con dos delitos;2017;5.040
Hombres;Total;De 36 a 40 años;Condenados con dos delitos;2016;4.652
Hombres;Total;De 36 a 40 años;Condenados con dos delitos;2015;4.062
Hombres;Total;De 36 a 40 años;Condenados con dos delitos;2014;3.882
Hombres;Total;De 36 a 40 años;Condenados con dos delitos;2013;3.773
Hombres;Total;De 36 a 40 años;Condenados con tres delitos;2021;1.874
Hombres;Total;De 36 a 40 años;Condenados con tres delitos;2020;1.282
Hombres;Total;De 36 a 40 años;Condenados con tres delitos;2019;1.717
Hombres;Total;De 36 a 40 años;Condenados con tres delitos;2018;1.578
Hombres;Total;De 36 a 40 años;Condenados con tres delitos;2017;1.541
Hombres;Total;De 36 a 40 años;Condenados con tres delitos;2016;1.337
Hombres;Total;De 36 a 40 años;Condenados con tres delitos;2015;1.058
Hombres;Total;De 36 a 40 años;Condenados con tres delitos;2014;895
Hombres;Total;De 36 a 40 años;Condenados con tres delitos;2013;907
Hombres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2021;1.498
Hombres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2020;1.070
Hombres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2019;1.468
Hombres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2018;1.384
Hombres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2017;1.256
Hombres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2016;1.076
Hombres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2015;659
Hombres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2014;541
Hombres;Total;De 36 a 40 años;Condenados con cuatro o más delitos;2013;527
Hombres;Total;De 41 a 50 años;Total;2021;50.149
Hombres;Total;De 41 a 50 años;Total;2020;39.423
Hombres;Total;De 41 a 50 años;Total;2019;49.354
Hombres;Total;De 41 a 50 años;Total;2018;48.636
Hombres;Total;De 41 a 50 años;Total;2017;47.408
Hombres;Total;De 41 a 50 años;Total;2016;45.557
Hombres;Total;De 41 a 50 años;Total;2015;38.730
Hombres;Total;De 41 a 50 años;Total;2014;38.432
Hombres;Total;De 41 a 50 años;Total;2013;38.464
Hombres;Total;De 41 a 50 años;Condenados con un delito;2021;37.255
Hombres;Total;De 41 a 50 años;Condenados con un delito;2020;29.915
Hombres;Total;De 41 a 50 años;Condenados con un delito;2019;37.066
Hombres;Total;De 41 a 50 años;Condenados con un delito;2018;37.300
Hombres;Total;De 41 a 50 años;Condenados con un delito;2017;36.672
Hombres;Total;De 41 a 50 años;Condenados con un delito;2016;35.739
Hombres;Total;De 41 a 50 años;Condenados con un delito;2015;30.967
Hombres;Total;De 41 a 50 años;Condenados con un delito;2014;31.297
Hombres;Total;De 41 a 50 años;Condenados con un delito;2013;31.480
Hombres;Total;De 41 a 50 años;Condenados con dos delitos;2021;8.318
Hombres;Total;De 41 a 50 años;Condenados con dos delitos;2020;6.301
Hombres;Total;De 41 a 50 años;Condenados con dos delitos;2019;7.943
Hombres;Total;De 41 a 50 años;Condenados con dos delitos;2018;7.380
Hombres;Total;De 41 a 50 años;Condenados con dos delitos;2017;7.112
Hombres;Total;De 41 a 50 años;Condenados con dos delitos;2016;6.705
Hombres;Total;De 41 a 50 años;Condenados con dos delitos;2015;5.542
Hombres;Total;De 41 a 50 años;Condenados con dos delitos;2014;5.155
Hombres;Total;De 41 a 50 años;Condenados con dos delitos;2013;5.167
Hombres;Total;De 41 a 50 años;Condenados con tres delitos;2021;2.498
Hombres;Total;De 41 a 50 años;Condenados con tres delitos;2020;1.763
Hombres;Total;De 41 a 50 años;Condenados con tres delitos;2019;2.404
Hombres;Total;De 41 a 50 años;Condenados con tres delitos;2018;2.209
Hombres;Total;De 41 a 50 años;Condenados con tres delitos;2017;2.058
Hombres;Total;De 41 a 50 años;Condenados con tres delitos;2016;1.776
Hombres;Total;De 41 a 50 años;Condenados con tres delitos;2015;1.410
Hombres;Total;De 41 a 50 años;Condenados con tres delitos;2014;1.306
Hombres;Total;De 41 a 50 años;Condenados con tres delitos;2013;1.208
Hombres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2021;2.078
Hombres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2020;1.444
Hombres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2019;1.941
Hombres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2018;1.747
Hombres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2017;1.566
Hombres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2016;1.337
Hombres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2015;811
Hombres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2014;674
Hombres;Total;De 41 a 50 años;Condenados con cuatro o más delitos;2013;609
Hombres;Total;De 51 a 60 años;Total;2021;25.659
Hombres;Total;De 51 a 60 años;Total;2020;19.422
Hombres;Total;De 51 a 60 años;Total;2019;24.100
Hombres;Total;De 51 a 60 años;Total;2018;23.044
Hombres;Total;De 51 a 60 años;Total;2017;22.182
Hombres;Total;De 51 a 60 años;Total;2016;20.403
Hombres;Total;De 51 a 60 años;Total;2015;16.689
Hombres;Total;De 51 a 60 años;Total;2014;16.033
Hombres;Total;De 51 a 60 años;Total;2013;15.684
Hombres;Total;De 51 a 60 años;Condenados con un delito;2021;20.075
Hombres;Total;De 51 a 60 años;Condenados con un delito;2020;15.432
Hombres;Total;De 51 a 60 años;Condenados con un delito;2019;19.158
Hombres;Total;De 51 a 60 años;Condenados con un delito;2018;18.562
Hombres;Total;De 51 a 60 años;Condenados con un delito;2017;17.979
Hombres;Total;De 51 a 60 años;Condenados con un delito;2016;16.643
Hombres;Total;De 51 a 60 años;Condenados con un delito;2015;13.794
Hombres;Total;De 51 a 60 años;Condenados con un delito;2014;13.432
Hombres;Total;De 51 a 60 años;Condenados con un delito;2013;13.164
Hombres;Total;De 51 a 60 años;Condenados con dos delitos;2021;3.877
Hombres;Total;De 51 a 60 años;Condenados con dos delitos;2020;2.827
Hombres;Total;De 51 a 60 años;Condenados con dos delitos;2019;3.489
Hombres;Total;De 51 a 60 años;Condenados con dos delitos;2018;3.208
Hombres;Total;De 51 a 60 años;Condenados con dos delitos;2017;3.032
Hombres;Total;De 51 a 60 años;Condenados con dos delitos;2016;2.763
Hombres;Total;De 51 a 60 años;Condenados con dos delitos;2015;2.164
Hombres;Total;De 51 a 60 años;Condenados con dos delitos;2014;2.008
Hombres;Total;De 51 a 60 años;Condenados con dos delitos;2013;1.922
Hombres;Total;De 51 a 60 años;Condenados con tres delitos;2021;1.010
Hombres;Total;De 51 a 60 años;Condenados con tres delitos;2020;686
Hombres;Total;De 51 a 60 años;Condenados con tres delitos;2019;861
Hombres;Total;De 51 a 60 años;Condenados con tres delitos;2018;752
Hombres;Total;De 51 a 60 años;Condenados con tres delitos;2017;715
Hombres;Total;De 51 a 60 años;Condenados con tres delitos;2016;652
Hombres;Total;De 51 a 60 años;Condenados con tres delitos;2015;483
Hombres;Total;De 51 a 60 años;Condenados con tres delitos;2014;404
Hombres;Total;De 51 a 60 años;Condenados con tres delitos;2013;405
Hombres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2021;697
Hombres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2020;477
Hombres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2019;592
Hombres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2018;522
Hombres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2017;456
Hombres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2016;345
Hombres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2015;248
Hombres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2014;189
Hombres;Total;De 51 a 60 años;Condenados con cuatro o más delitos;2013;193
Hombres;Total;De 61 a 70 años;Total;2021;8.591
Hombres;Total;De 61 a 70 años;Total;2020;6.250
Hombres;Total;De 61 a 70 años;Total;2019;8.068
Hombres;Total;De 61 a 70 años;Total;2018;7.528
Hombres;Total;De 61 a 70 años;Total;2017;7.334
Hombres;Total;De 61 a 70 años;Total;2016;6.580
Hombres;Total;De 61 a 70 años;Total;2015;5.054
Hombres;Total;De 61 a 70 años;Total;2014;4.655
Hombres;Total;De 61 a 70 años;Total;2013;4.608
Hombres;Total;De 61 a 70 años;Condenados con un delito;2021;7.025
Hombres;Total;De 61 a 70 años;Condenados con un delito;2020;5.221
Hombres;Total;De 61 a 70 años;Condenados con un delito;2019;6.627
Hombres;Total;De 61 a 70 años;Condenados con un delito;2018;6.316
Hombres;Total;De 61 a 70 años;Condenados con un delito;2017;6.145
Hombres;Total;De 61 a 70 años;Condenados con un delito;2016;5.535
Hombres;Total;De 61 a 70 años;Condenados con un delito;2015;4.248
Hombres;Total;De 61 a 70 años;Condenados con un delito;2014;3.919
Hombres;Total;De 61 a 70 años;Condenados con un delito;2013;3.962
Hombres;Total;De 61 a 70 años;Condenados con dos delitos;2021;1.163
Hombres;Total;De 61 a 70 años;Condenados con dos delitos;2020;785
Hombres;Total;De 61 a 70 años;Condenados con dos delitos;2019;1.091
Hombres;Total;De 61 a 70 años;Condenados con dos delitos;2018;933
Hombres;Total;De 61 a 70 años;Condenados con dos delitos;2017;922
Hombres;Total;De 61 a 70 años;Condenados con dos delitos;2016;801
Hombres;Total;De 61 a 70 años;Condenados con dos delitos;2015;631
Hombres;Total;De 61 a 70 años;Condenados con dos delitos;2014;597
Hombres;Total;De 61 a 70 años;Condenados con dos delitos;2013;514
Hombres;Total;De 61 a 70 años;Condenados con tres delitos;2021;253
Hombres;Total;De 61 a 70 años;Condenados con tres delitos;2020;150
Hombres;Total;De 61 a 70 años;Condenados con tres delitos;2019;217
Hombres;Total;De 61 a 70 años;Condenados con tres delitos;2018;174
Hombres;Total;De 61 a 70 años;Condenados con tres delitos;2017;186
Hombres;Total;De 61 a 70 años;Condenados con tres delitos;2016;159
Hombres;Total;De 61 a 70 años;Condenados con tres delitos;2015;113
Hombres;Total;De 61 a 70 años;Condenados con tres delitos;2014;92
Hombres;Total;De 61 a 70 años;Condenados con tres delitos;2013;87
Hombres;Total;De 61 a 70 años;Condenados con cuatro o más delitos;2021;150
Hombres;Total;De 61 a 70 años;Condenados con cuatro o más delitos;2020;94
Hombres;Total;De 61 a 70 años;Condenados con cuatro o más delitos;2019;133
Hombres;Total;De 61 a 70 años;Condenados con cuatro o más delitos;2018;105
Hombres;Total;De 61 a 70 años;Condenados con cuatro o más delitos;2017;81
Hombres;Total;De 61 a 70 años;Condenados con cuatro o más delitos;2016;85
